0,35,36,33,41,51
1,35,36,33,41,51
2,35,36,33,41,51
3,35,36,33,41,51
4,35,36,33,41,51
5,35,36,33,41,51
6,35,36,33,41,51
7,35,36,33,41,51
8,35,36,33,41,51
9,35,36,33,41,51
10,34,35,33,41,51
11,34,35,33,41,51
12,34,35,33,41,51
13,34,35,33,41,51
14,35,35,33,41,51
15,35,35,33,41,51
16,35,35,33,41,51
17,35,35,33,41,51
18,35,35,33,41,51
19,35,35,33,41,51
20,35,34,32,41,51
21,35,34,32,41,51
22,35,34,32,41,51
23,35,34,32,41,51
24,35,34,32,41,51
25,35,35,32,41,51
26,35,35,32,41,51
27,35,35,32,41,51
28,35,35,32,41,51
29,35,35,32,41,51
30,35,35,32,41,51
31,35,35,32,41,51
32,35,35,32,41,51
33,35,35,32,41,51
34,35,34,32,42,51
35,35,34,32,42,51
36,35,34,32,42,51
37,35,34,32,42,51
38,35,34,32,42,51
39,35,34,32,42,51
40,35,35,32,41,51
41,35,35,32,41,51
42,35,35,32,41,51
43,35,35,32,41,51
44,35,35,32,41,51
45,35,35,32,41,51
46,35,34,32,45,51
47,35,34,32,45,51
48,35,34,32,45,51
49,35,34,32,45,51
50,35,34,32,45,51
51,30,29,45,100,55
52,30,29,45,100,55
53,30,29,45,100,55
54,30,29,45,100,55
55,30,29,47,100,53
56,30,29,47,100,53
57,30,29,47,100,53
58,30,29,47,100,53
59,30,29,47,100,53
60,30,29,47,100,53
61,31,28,47,100,53
62,31,28,47,100,53
63,31,28,47,100,53
64,31,28,47,100,53
65,31,28,47,100,53
66,30,27,32,100,52
67,30,27,32,100,52
68,30,27,32,100,52
69,30,27,32,100,52
70,30,27,32,100,52
71,30,27,32,100,52
72,28,24,22,27,50
73,28,24,22,27,50
74,28,24,22,27,50
75,28,24,22,27,50
76,28,24,22,27,50
77,27,23,22,24,50
78,27,23,22,24,50
79,27,23,22,24,50
80,27,23,22,24,50
81,27,21,20,24,50
82,27,21,20,24,50
83,27,21,20,24,50
84,27,21,20,24,50
85,27,21,20,24,50
86,27,21,20,24,50
87,27,21,21,25,50
88,27,21,21,25,50
89,27,21,21,25,50
90,27,21,21,25,50
91,27,21,21,25,50
92,29,23,30,100,52
93,29,23,30,100,52
94,29,23,30,100,52
95,29,23,30,100,52
96,29,23,30,100,52
97,29,23,30,100,52
98,28,25,45,100,47
99,28,25,45,100,47
100,28,25,45,100,47
101,28,25,44,100,46
102,28,25,44,100,46
103,28,25,44,100,46
104,28,25,44,100,46
105,28,25,44,100,46
106,28,25,44,100,46
107,28,25,43,100,46
108,28,25,43,100,46
109,28,25,43,100,46
110,28,25,43,100,46
111,28,25,43,100,46
112,29,25,43,100,46
113,29,25,43,100,46
114,29,25,43,100,46
115,29,25,43,100,46
116,29,25,43,100,46
117,29,25,43,100,46
118,29,24,43,100,46
119,29,24,43,100,46
120,29,24,43,100,46
121,29,24,43,100,46
122,29,24,43,100,46
123,29,24,43,100,46
124,29,25,43,100,46
125,29,25,43,100,46
126,29,25,43,100,46
127,29,25,42,100,46
128,29,25,42,100,46
129,29,25,42,100,46
130,29,25,42,100,46
131,29,25,42,100,46
132,29,25,42,100,46
133,30,24,42,100,46
134,30,24,42,100,46
135,30,24,42,100,46
136,30,24,42,100,46
137,30,24,42,100,46
138,30,24,42,100,47
139,30,24,42,100,47
140,30,24,42,100,47
141,30,24,42,100,47
142,30,24,42,100,47
143,30,24,42,100,47
144,29,25,27,49,50
145,29,25,27,49,50
